casename,area_of_law
2012_SGHC_90.pdf,"['arbitration', 'contract', 'damages', 'land']"
2012_SGHC_91.pdf,"['contract', 'evidence', 'damages']"
2012_SGHC_92.pdf,"['evidence', 'trusts', 'land', 'family law']"
2012_SGHC_93.pdf,"['words and phrases', 'evidence', 'probate and administration', 'statutory interpretation']"
2012_SGHC_94.pdf,"['contract', 'evidence', 'damages', 'banking', 'equity']"
2012_SGHC_95.pdf,"['contract', 'evidence', 'damages', 'designs', 'tort', 'agency']"
2012_SGHC_96.pdf,['criminal law']
2012_SGHC_97.pdf,"['criminal law', 'evidence', 'land', 'legal profession']"
2012_SGHC_98.pdf,"['contract', 'evidence', 'equity', 'land']"
2012_SGHC_99.pdf,"['contract', 'evidence', 'damages', 'tort']"
2013_SGCA_1.pdf,"['land', 'constitutional law']"
2013_SGCA_11.pdf,"['companies', 'contract', 'evidence', 'land']"
2013_SGCA_14.pdf,"['evidence', 'equity', 'family law']"
2013_SGCA_15.pdf,"['companies', 'contract', 'evidence', 'damages', 'land']"
2013_SGCA_16.pdf,"['civil procedure', 'arbitration', 'injunctions', 'companies', 'courts and jurisdiction', 'insurance', 'contract', 'evidence', 'damages', 'land', 'choses in action', 'restitution']"
2013_SGCA_18.pdf,"['contract', 'evidence', 'damages', 'tort', 'land', 'intellectual property']"
2013_SGCA_19.pdf,"['insurance', 'evidence', 'family law', 'gifts']"
2013_SGCA_20.pdf,"['criminal law', 'evidence', 'land']"
2013_SGCA_21.pdf,['criminal procedure and sentencing']
2013_SGCA_22.pdf,"['companies', 'evidence', 'administrative law', 'tort', 'legal profession']"
2013_SGCA_23.pdf,"['contract', 'evidence', 'damages']"
2013_SGCA_24.pdf,"['civil procedure', 'evidence']"
2013_SGCA_25.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'damages', 'agency']"
2013_SGCA_26.pdf,"['injunctions', 'evidence', 'damages', 'tort', 'land', 'intellectual property']"
2013_SGCA_27.pdf,"['companies', 'contract', 'evidence', 'trusts', 'designs', 'equity', 'tort', 'land', 'restitution', 'confidence']"
2013_SGCA_28.pdf,"['civil procedure', 'conflict of laws', 'insurance', 'evidence', 'banking', 'land', 'legal profession']"
2013_SGCA_29.pdf,"['contract', 'damages', 'tort', 'land']"
2013_SGCA_3.pdf,"['companies', 'revenue law', 'evidence', 'land']"
2013_SGCA_30.pdf,"['revenue law', 'contract', 'evidence', 'tort', 'land']"
2013_SGCA_31.pdf,"['civil procedure', 'statutory interpretation']"
2013_SGCA_32.pdf,"['arbitration', 'contract', 'evidence', 'land', 'building and construction law']"
2013_SGCA_33.pdf,"['evidence', 'banking', 'equity', 'tort', 'land']"
2013_SGCA_34.pdf,"['criminal law', 'evidence', 'land', 'statutory interpretation']"
2013_SGCA_36.pdf,"['insurance', 'contract', 'evidence', 'trusts', 'damages', 'land', 'family law', 'restitution']"
2013_SGCA_37.pdf,"['companies', 'contract', 'evidence', 'land', 'family law', 'gifts', 'confidence']"
2013_SGCA_38.pdf,"['civil procedure', 'contempt of court', 'companies', 'contract', 'evidence', 'res judicata', 'banking', 'land', 'agency']"
2013_SGCA_39.pdf,"['criminal law', 'injunctions', 'evidence', 'damages', 'tort', 'land', 'constitutional law']"
2013_SGCA_4.pdf,"['revenue law', 'insurance', 'evidence', 'land']"
2013_SGCA_40.pdf,"['criminal procedure and sentencing', 'companies', 'evidence', 'land']"
2013_SGCA_41.pdf,"['companies', 'insurance', 'contract', 'evidence', 'equity', 'land']"
2013_SGCA_42.pdf,"['contract', 'evidence', 'land']"
2013_SGCA_43.pdf,"['companies', 'contract', 'evidence', 'equity']"
2013_SGCA_44.pdf,"['civil procedure', 'arbitration', 'bailment', 'companies', 'contract', 'evidence', 'damages', 'equity', 'tort', 'restitution', 'agency']"
2013_SGCA_45.pdf,"['evidence', 'administrative law', 'land', 'immigration', 'legal profession']"
2013_SGCA_46.pdf,"['insurance', 'contract', 'evidence', 'damages', 'tort', 'land', 'professions']"
2013_SGCA_47.pdf,"['companies', 'evidence', 'equity', 'tort']"
2013_SGCA_48.pdf,"['civil procedure', 'evidence', 'damages', 'land', 'road traffic']"
2013_SGCA_49.pdf,"['contract', 'damages', 'banking', 'tort', 'land', 'agency']"
2013_SGCA_5.pdf,"['criminal law', 'contempt of court', 'evidence', 'land']"
2013_SGCA_50.pdf,"['conflict of laws', 'injunctions', 'companies', 'contract', 'evidence', 'damages']"
2013_SGCA_51.pdf,"['civil procedure', 'tort', 'land']"
2013_SGCA_52.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'damages', 'land']"
2013_SGCA_53.pdf,"['contract', 'evidence', 'damages', 'equity', 'tort', 'land', 'intellectual property', 'restitution']"
2013_SGCA_54.pdf,"['civil procedure', 'contract', 'damages', 'tort', 'land']"
2013_SGCA_55.pdf,"['arbitration', 'companies', 'insurance', 'contract', 'land']"
2013_SGCA_56.pdf,"['injunctions', 'insurance', 'contract', 'evidence', 'trusts', 'equity', 'administrative law', 'land', 'statutory interpretation']"
2013_SGCA_57.pdf,"['arbitration', 'companies', 'contract', 'damages', 'land']"
2013_SGCA_58.pdf,"['insolvency law', 'credit and security', 'companies', 'contract', 'evidence', 'banking', 'land']"
2013_SGCA_59.pdf,"['criminal procedure and sentencing', 'evidence']"
2013_SGCA_6.pdf,"['contract', 'evidence', 'res judicata', 'damages', 'equity', 'land']"
2013_SGCA_60.pdf,"['evidence', 'banking', 'family law']"
2013_SGCA_61.pdf,"['contract', 'evidence', 'damages', 'tort', 'agency']"
2013_SGCA_62.pdf,"['contract', 'equity', 'land']"
2013_SGCA_63.pdf,"['companies', 'contract', 'evidence', 'trusts', 'damages', 'equity', 'restitution', 'agency']"
2013_SGCA_64.pdf,"['conflict of laws', 'arbitration', 'insurance', 'contract', 'evidence', 'damages', 'banking', 'equity', 'tort', 'land']"
2013_SGCA_65.pdf,"['companies', 'insurance', 'evidence', 'land', 'intellectual property']"
2013_SGCA_66.pdf,"['conflict of laws', 'contract', 'land', 'restitution']"
2013_SGCA_8.pdf,"['insolvency law', 'words and phrases', 'contract', 'equity', 'land', 'statutory interpretation']"
2013_SGCA_9.pdf,"['contract', 'evidence', 'trusts', 'tort', 'land', 'gifts']"
2013_SGHC_10.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages', 'land', 'commercial transactions']"
2013_SGHC_100.pdf,"['companies', 'contract', 'evidence', 'damages']"
2013_SGHC_101.pdf,"['civil procedure', 'contract', 'res judicata', 'trusts', 'damages', 'probate and administration', 'equity', 'tort', 'land']"
2013_SGHC_102.pdf,"['civil procedure', 'evidence']"
2013_SGHC_103.pdf,"['evidence', 'equity', 'tort', 'land', 'family law']"
2013_SGHC_104.pdf,"['insurance', 'evidence', 'damages', 'land']"
2013_SGHC_105.pdf,"['contempt of court', 'evidence']"
2013_SGHC_106.pdf,"['contract', 'evidence', 'land', 'family law']"
2013_SGHC_107.pdf,"['insurance', 'evidence', 'tort', 'land', 'succession and wills']"
2013_SGHC_108.pdf,"['evidence', 'family law']"
2013_SGHC_109.pdf,"['contract', 'evidence']"
2013_SGHC_110.pdf,"['criminal law', 'evidence']"
2013_SGHC_111.pdf,"['civil procedure', 'arbitration', 'companies', 'evidence', 'equity', 'land', 'legal profession']"
2013_SGHC_112.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages', 'equity', 'land']"
2013_SGHC_113.pdf,"['companies', 'evidence', 'damages', 'equity']"
2013_SGHC_114.pdf,"['contract', 'evidence', 'damages', 'tort', 'land', 'agency']"
2013_SGHC_116.pdf,"['contract', 'evidence', 'damages', 'land']"
2013_SGHC_117.pdf,"['arbitration', 'contract', 'evidence', 'res judicata', 'damages', 'equity', 'tort']"
2013_SGHC_118.pdf,"['civil procedure', 'contract', 'damages']"
2013_SGHC_12.pdf,"['conflict of laws', 'contract', 'evidence', 'land']"
2013_SGHC_120.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'banking', 'equity', 'land', 'agency']"
2013_SGHC_121.pdf,"['contract', 'evidence', 'legal profession']"
2013_SGHC_122.pdf,"['contract', 'evidence', 'professions', 'confidence']"
2013_SGHC_123.pdf,"['evidence', 'damages', 'tort', 'land']"
2013_SGHC_124.pdf,"['arbitration', 'credit and security', 'insurance', 'contract', 'evidence', 'damages', 'land']"
2013_SGHC_125.pdf,"['criminal procedure and sentencing', 'evidence']"
2013_SGHC_126.pdf,"['contract', 'evidence', 'trusts', 'damages', 'equity', 'tort', 'land']"
2013_SGHC_127.pdf,"['companies', 'contract', 'evidence', 'confidence']"
2013_SGHC_128.pdf,"['insurance', 'contract', 'evidence', 'damages']"
2013_SGHC_129.pdf,"['criminal procedure and sentencing', 'evidence', 'road traffic']"
2013_SGHC_130.pdf,"['companies', 'contract', 'evidence', 'land', 'family law']"
2013_SGHC_131.pdf,"['companies', 'insurance', 'contract', 'evidence']"
2013_SGHC_132.pdf,"['insurance', 'evidence', 'damages', 'tort', 'land']"
2013_SGHC_133.pdf,['criminal procedure and sentencing']
2013_SGHC_134.pdf,"['criminal law', 'land']"
2013_SGHC_135.pdf,"['insurance', 'evidence', 'land', 'legal profession', 'confidence']"
2013_SGHC_136.pdf,"['criminal procedure and sentencing', 'evidence']"
2013_SGHC_138.pdf,['family law']
2013_SGHC_139.pdf,"['contract', 'evidence', 'trusts', 'damages', 'equity', 'land']"
2013_SGHC_140.pdf,"['evidence', 'land', 'family law']"
2013_SGHC_141.pdf,"['criminal procedure and sentencing', 'contract', 'evidence']"
2013_SGHC_142.pdf,"['contract', 'evidence', 'equity', 'land']"
2013_SGHC_143.pdf,"['contract', 'evidence', 'land']"
2013_SGHC_144.pdf,"['companies', 'evidence', 'debt and recovery', 'banking', 'equity', 'land', 'agency', 'confidence']"
2013_SGHC_145.pdf,"['civil procedure', 'contract', 'damages', 'land']"
2013_SGHC_146.pdf,"['companies', 'contract', 'evidence', 'trusts', 'damages', 'equity', 'tort', 'land', 'limitation of actions', 'confidence']"
2013_SGHC_147.pdf,"['evidence', 'probate and administration']"
2013_SGHC_148.pdf,"['contract', 'evidence', 'damages', 'banking', 'land']"
2013_SGHC_149.pdf,"['companies', 'insurance', 'evidence', 'family law', 'professions']"
2013_SGHC_150.pdf,"['criminal law', 'evidence', 'land', 'immigration']"
2013_SGHC_151.pdf,"['companies', 'contract', 'evidence', 'damages', 'tort']"
2013_SGHC_152.pdf,"['criminal procedure and sentencing', 'evidence']"
2013_SGHC_153.pdf,"['companies', 'contract', 'evidence', 'banking', 'land']"
2013_SGHC_154.pdf,"['civil procedure', 'insurance', 'contract', 'evidence', 'land', 'confidence']"
2013_SGHC_155.pdf,"['evidence', 'trusts', 'land', 'charities']"
2013_SGHC_156.pdf,"['insurance', 'evidence', 'family law']"
2013_SGHC_157.pdf,"['criminal procedure and sentencing', 'evidence', 'agency']"
2013_SGHC_158.pdf,"['companies', 'insurance', 'contract', 'damages', 'tort', 'land']"
2013_SGHC_159.pdf,"['contract', 'evidence', 'land']"
2013_SGHC_16.pdf,"['criminal procedure and sentencing', 'evidence']"
2013_SGHC_160.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages', 'tort', 'building and construction law']"
2013_SGHC_161.pdf,"['companies', 'revenue law', 'contract', 'evidence', 'land']"
2013_SGHC_162.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'tort', 'land', 'agency']"
2013_SGHC_163.pdf,"['contract', 'evidence', 'banking', 'statutory interpretation']"
2013_SGHC_164.pdf,"['criminal law', 'evidence']"
2013_SGHC_165.pdf,"['admiralty and shipping', 'contempt of court', 'insolvency law', 'contract', 'evidence', 'banking', 'land', 'confidence']"
2013_SGHC_166.pdf,"['contract', 'evidence', 'trusts', 'damages', 'equity', 'land']"
2013_SGHC_167.pdf,"['insurance', 'contract', 'evidence', 'legal profession', 'road traffic']"
2013_SGHC_168.pdf,"['civil procedure', 'insurance', 'contract', 'evidence']"
2013_SGHC_169.pdf,"['revenue law', 'damages', 'land', 'statutory interpretation']"
2013_SGHC_170.pdf,"['companies', 'evidence', 'res judicata']"
2013_SGHC_171.pdf,"['civil procedure', 'evidence', 'damages', 'road traffic']"
2013_SGHC_172.pdf,"['courts and jurisdiction', 'evidence', 'land']"
2013_SGHC_173.pdf,"['companies', 'revenue law', 'contract', 'evidence', 'banking', 'land']"
2013_SGHC_174.pdf,"['criminal law', 'evidence', 'land']"
2013_SGHC_175.pdf,"['contract', 'evidence', 'trusts', 'damages', 'banking', 'tort', 'land']"
2013_SGHC_176.pdf,"['insurance', 'contract', 'evidence', 'family law', 'agency']"
2013_SGHC_177.pdf,"['companies', 'contract', 'evidence', 'banking', 'administrative law', 'land', 'constitutional law', 'legal profession', 'agency']"
2013_SGHC_178.pdf,"['civil procedure', 'damages']"
2013_SGHC_179.pdf,"['criminal law', 'contract', 'evidence', 'land']"
2013_SGHC_180.pdf,"['criminal law', 'companies', 'contract', 'evidence', 'land']"
2013_SGHC_181.pdf,"['criminal law', 'evidence', 'administrative law', 'tort', 'family law', 'legal profession', 'commercial transactions']"
2013_SGHC_182.pdf,['criminal procedure and sentencing']
2013_SGHC_183.pdf,"['civil procedure', 'contempt of court', 'arbitration', 'evidence', 'land']"
2013_SGHC_184.pdf,"['contract', 'evidence', 'damages', 'tort', 'land', 'gifts']"
2013_SGHC_185.pdf,"['insurance', 'contract', 'evidence', 'road traffic']"
2013_SGHC_186.pdf,"['arbitration', 'contract', 'evidence', 'damages', 'banking']"
2013_SGHC_187.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'agency']"
2013_SGHC_188.pdf,"['criminal procedure and sentencing', 'companies', 'insurance', 'evidence', 'banking']"
2013_SGHC_189.pdf,"['criminal procedure and sentencing', 'contract', 'evidence']"
2013_SGHC_190.pdf,['criminal law']
2013_SGHC_191.pdf,"['evidence', 'family law']"
2013_SGHC_192.pdf,"['companies', 'contract', 'evidence', 'land']"
2013_SGHC_193.pdf,"['companies', 'evidence', 'land']"
2013_SGHC_194.pdf,"['criminal procedure and sentencing', 'evidence', 'land', 'road traffic']"
2013_SGHC_195.pdf,"['evidence', 'land', 'family law', 'legal profession', 'confidence']"
2013_SGHC_196.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages']"
2013_SGHC_199.pdf,"['evidence', 'land', 'constitutional law']"
2013_SGHC_2.pdf,"['contract', 'damages']"
2013_SGHC_200.pdf,"['arbitration', 'contract', 'evidence', 'confidence']"
2013_SGHC_201.pdf,"['courts and jurisdiction', 'evidence', 'mental disorders and treatment', 'legal profession']"
2013_SGHC_202.pdf,"['companies', 'evidence', 'damages', 'tort', 'land']"
2013_SGHC_203.pdf,"['contract', 'evidence', 'damages', 'equity', 'land']"
2013_SGHC_204.pdf,"['evidence', 'probate and administration', 'land']"
2013_SGHC_205.pdf,"['companies', 'revenue law', 'contract', 'evidence', 'banking', 'land']"
2013_SGHC_206.pdf,"['companies', 'insurance', 'contract', 'evidence', 'trusts']"
2013_SGHC_207.pdf,"['civil procedure', 'companies', 'contract', 'evidence', 'res judicata', 'damages', 'land', 'confidence']"
2013_SGHC_208.pdf,"['companies', 'contract', 'evidence', 'gifts']"
2013_SGHC_210.pdf,['evidence']
2013_SGHC_211.pdf,"['civil procedure', 'contract', 'evidence']"
2013_SGHC_212.pdf,"['civil procedure', 'companies', 'revenue law', 'contract', 'banking', 'land', 'agency']"
2013_SGHC_213.pdf,"['contract', 'evidence', 'res judicata', 'damages', 'equity', 'tort', 'land']"
2013_SGHC_214.pdf,"['injunctions', 'evidence', 'damages', 'land']"
2013_SGHC_215.pdf,"['insurance', 'evidence', 'family law']"
2013_SGHC_216.pdf,"['companies', 'evidence', 'banking']"
2013_SGHC_217.pdf,"['civil procedure', 'arbitration', 'injunctions', 'contract', 'evidence', 'damages', 'banking', 'land']"
2013_SGHC_218.pdf,"['insurance', 'evidence', 'tort', 'statutory interpretation', 'agency']"
2013_SGHC_219.pdf,"['contract', 'evidence', 'damages', 'banking', 'land']"
2013_SGHC_22.pdf,"['contract', 'evidence']"
2013_SGHC_220.pdf,"['companies', 'insurance', 'contract', 'evidence', 'res judicata', 'damages', 'restitution']"
2013_SGHC_221.pdf,"['criminal law', 'evidence']"
2013_SGHC_222.pdf,"['criminal law', 'evidence']"
2013_SGHC_223.pdf,"['evidence', 'family law']"
2013_SGHC_224.pdf,"['companies', 'contract', 'evidence', 'damages', 'land', 'agency']"
2013_SGHC_225.pdf,"['insolvency law', 'companies', 'evidence', 'equity', 'land']"
2013_SGHC_226.pdf,"['arbitration', 'injunctions', 'contract', 'damages', 'tort', 'land', 'confidence']"
2013_SGHC_228.pdf,"['companies', 'insurance', 'evidence', 'land', 'family law']"
2013_SGHC_229.pdf,"['criminal law', 'evidence']"
2013_SGHC_23.pdf,"['credit and security', 'companies', 'contract', 'banking', 'equity', 'land']"
2013_SGHC_230.pdf,"['evidence', 'banking', 'administrative law', 'land']"
2013_SGHC_231.pdf,"['contract', 'damages', 'tort', 'land', 'agency']"
2013_SGHC_232.pdf,"['criminal procedure and sentencing', 'evidence', 'gifts', 'confidence']"
2013_SGHC_233.pdf,"['civil procedure', 'contract', 'land']"
2013_SGHC_234.pdf,"['civil procedure', 'companies', 'insurance', 'damages']"
2013_SGHC_235.pdf,"['criminal law', 'evidence', 'tort']"
2013_SGHC_236.pdf,"['evidence', 'banking', 'equity', 'tort', 'land', 'confidence']"
2013_SGHC_237.pdf,"['evidence', 'land', 'family law']"
2013_SGHC_238.pdf,"['criminal procedure and sentencing', 'evidence', 'land', 'immigration', 'restitution']"
2013_SGHC_239.pdf,"['companies', 'contract', 'evidence', 'tort', 'land']"
2013_SGHC_24.pdf,"['evidence', 'legal profession']"
2013_SGHC_240.pdf,"['civil procedure', 'arbitration', 'contract', 'evidence']"
2013_SGHC_241.pdf,"['contract', 'evidence', 'damages']"
2013_SGHC_242.pdf,"['injunctions', 'contract', 'evidence', 'banking', 'land', 'confidence']"
2013_SGHC_243.pdf,"['arbitration', 'companies', 'tort']"
2013_SGHC_244.pdf,"['companies', 'evidence', 'family law', 'gifts']"
2013_SGHC_245.pdf,"['insurance', 'contract', 'evidence', 'damages', 'tort', 'land', 'limitation of actions', 'confidence']"
2013_SGHC_246.pdf,"['criminal law', 'evidence']"
2013_SGHC_247.pdf,['legal profession']
2013_SGHC_248.pdf,"['arbitration', 'evidence']"
2013_SGHC_249.pdf,"['contract', 'evidence', 'trusts', 'equity', 'land', 'intellectual property']"
2013_SGHC_25.pdf,"['insurance', 'evidence', 'family law']"
2013_SGHC_250.pdf,"['companies', 'evidence', 'damages']"
2013_SGHC_251.pdf,"['criminal law', 'evidence', 'confidence']"
2013_SGHC_252.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'equity', 'land']"
2013_SGHC_253.pdf,"['conflict of laws', 'companies', 'insurance', 'contract', 'banking', 'land']"
2013_SGHC_254.pdf,['family law']
2013_SGHC_255.pdf,"['criminal law', 'evidence', 'agency']"
2013_SGHC_256.pdf,"['civil procedure', 'insurance', 'evidence', 'land', 'family law']"
2013_SGHC_257.pdf,['family law']
2013_SGHC_258.pdf,"['injunctions', 'evidence', 'damages', 'tort', 'land', 'intellectual property']"
2013_SGHC_259.pdf,"['companies', 'contract', 'evidence', 'equity', 'land']"
2013_SGHC_260.pdf,"['conflict of laws', 'arbitration', 'companies', 'insurance', 'contract', 'evidence', 'damages', 'land']"
2013_SGHC_261.pdf,"['trusts', 'equity']"
2013_SGHC_262.pdf,"['damages', 'administrative law', 'land']"
2013_SGHC_263.pdf,"['civil procedure', 'contempt of court', 'companies', 'insurance', 'evidence']"
2013_SGHC_264.pdf,"['arbitration', 'contract', 'res judicata']"
